94110	94102	94134	94112	94104	94107	94103	94105	94115	94109	94130	94124	94127	94133	94116	94108	94114	94117	94121	94122	94131	94129	94118	94111	
94107	94115	94116	94109	94114	94127	94133	94117	94121	94110	94122	94118	94131	94105	94108	94134	94102	94103	94104	94130	94112	94129	94124	94111	
94124	94103	94112	94134	94102	94110	94104	94105	94130	94107	94109	94115	94127	94133	94116	94114	94117	94108	94121	94118	94122	94131	94129	94111	
94110	94107	94109	94115	94105	94134	94116	94127	94102	94133	94103	94114	94112	94117	94121	94104	94108	94118	94122	94131	94130	94124	94129	94111	
94110	94134	94102	94103	94105	94112	94107	94109	94115	94104	94127	94133	94116	94114	94124	94117	94130	94121	94108	94118	94122	94131	94129	94111	
94110	94134	94102	94103	94112	94105	94107	94104	94109	94115	94124	94127	94133	94116	94130	94114	94117	94121	94108	94118	94122	94131	94129	94111	
94102	94110	94112	94134	94103	94105	94107	94109	94104	94124	94115	94127	94133	94130	94116	94114	94117	94121	94108	94122	94118	94131	94129	94111	
94102	94134	94103	94110	94112	94105	94124	94104	94107	94109	94115	94130	94133	94127	94116	94114	94117	94121	94108	94118	94122	94131	94129	94111	
94110	94134	94107	94102	94105	94103	94112	94109	94115	94127	94133	94116	94104	94114	94117	94121	94108	94124	94130	94118	94122	94131	94129	94111	
94112	94124	94102	94103	94134	94110	94104	94105	94130	94107	94109	94115	94127	94133	94116	94114	94108	94117	94121	94122	94118	94131	94129	94111	
94107	94110	94115	94109	94127	94134	94133	94116	94105	94114	94102	94112	94103	94117	94121	94108	94104	94122	94118	94131	94130	94129	94124	94111	
94102	94110	94112	94134	94103	94105	94107	94124	94109	94104	94115	94130	94133	94127	94116	94114	94117	94121	94108	94122	94118	94131	94129	94111	
94102	94110	94115	94109	94107	94112	94105	94104	94134	94133	94103	94130	94127	94124	94114	94117	94108	94121	94116	94122	94129	94131	94118	94111	
94110	94134	94103	94102	94112	94105	94107	94109	94115	94104	94127	94116	94114	94133	94124	94130	94117	94121	94108	94118	94122	94131	94129	94111	
94116	94107	94114	94109	94118	94127	94115	94131	94133	94117	94122	94121	94110	94105	94108	94134	94103	94102	94112	94104	94130	94129	94124	94111	
94102	94110	94112	94134	94103	94105	94107	94104	94109	94115	94124	94130	94133	94127	94116	94114	94117	94121	94108	94122	94118	94131	94129	94111	
94103	94112	94134	94102	94110	94124	94105	94104	94107	94109	94130	94115	94127	94133	94116	94114	94117	94121	94108	94118	94122	94131	94129	94111	
94112	94102	94110	94134	94103	94105	94107	94109	94115	94124	94104	94127	94133	94130	94116	94108	94114	94117	94121	94122	94118	94131	94129	94111	
94110	94107	94109	94115	94105	94102	94134	94133	94112	94103	94127	94116	94114	94104	94117	94121	94130	94108	94122	94124	94118	94131	94129	94111	
94107	94115	94109	94110	94133	94127	94114	94116	94108	94121	94117	94134	94105	94102	94112	94122	94103	94118	94131	94104	94129	94130	94124	94111	
94112	94134	94102	94103	94124	94110	94104	94105	94130	94107	94109	94115	94127	94133	94116	94114	94117	94108	94121	94122	94118	94131	94129	94111	
94115	94107	94127	94109	94133	94110	94108	94121	94114	94117	94116	94102	94134	94105	94122	94112	94104	94103	94131	94129	94118	94130	94124	94111	
94134	94112	94102	94110	94103	94124	94105	94104	94107	94115	94109	94130	94127	94133	94116	94114	94108	94117	94121	94122	94118	94131	94129	94111	
94107	94115	94110	94109	94127	94133	94134	94105	94116	94102	94114	94117	94121	94104	94112	94108	94103	94122	94130	94131	94118	94129	94124	94111	
94134	94103	94112	94102	94110	94124	94105	94104	94107	94109	94115	94130	94127	94133	94116	94114	94117	94121	94108	94118	94122	94131	94129	94111	
94110	94134	94102	94103	94112	94105	94107	94109	94115	94104	94127	94133	94116	94124	94114	94130	94117	94121	94108	94118	94122	94131	94129	94111	
94110	94134	94105	94103	94102	94107	94112	94109	94115	94116	94104	94127	94114	94133	94117	94124	94130	94121	94118	94108	94131	94122	94129	94111	
94110	94134	94112	94102	94107	94103	94115	94109	94105	94127	94133	94116	94108	94114	94104	94121	94117	94124	94122	94130	94118	94131	94129	94111	
94107	94115	94127	94133	94109	94110	94108	94114	94121	94116	94117	94134	94105	94102	94122	94112	94103	94118	94131	94104	94129	94130	94124	94111	
94107	94115	94127	94109	94110	94133	94114	94116	94121	94108	94117	94134	94105	94102	94112	94122	94103	94118	94131	94104	94129	94130	94124	94111	
94110	94102	94134	94112	94104	94103	94107	94105	94115	94109	94124	94127	94130	94133	94116	94108	94114	94117	94121	94122	94129	94131	94118	94111	
94110	94102	94112	94134	94107	94115	94109	94105	94103	94127	94104	94133	94108	94124	94114	94116	94130	94121	94117	94122	94129	94131	94118	94111	
94115	94107	94110	94109	94102	94104	94127	94133	94105	94134	94112	94108	94114	94117	94103	94121	94116	94130	94129	94122	94124	94131	94118	94111	
94110	94105	94107	94134	94109	94103	94102	94115	94112	94116	94133	94114	94127	94104	94117	94121	94130	94118	94108	94124	94122	94131	94129	94111	
94110	94105	94134	94103	94107	94102	94109	94116	94112	94104	94115	94114	94127	94130	94133	94117	94118	94121	94124	94131	94122	94108	94129	94111	
94115	94107	94109	94133	94127	94110	94114	94117	94116	94105	94121	94108	94102	94104	94122	94130	94134	94129	94131	94118	94112	94103	94111	94124	
94110	94102	94107	94115	94104	94112	94134	94109	94105	94103	94127	94130	94133	94124	94114	94116	94117	94108	94121	94122	94129	94131	94118	94111	
94110	94134	94102	94103	94112	94105	94107	94109	94115	94104	94127	94133	94116	94124	94114	94130	94117	94121	94108	94118	94122	94131	94129	94111	
94110	94134	94105	94103	94102	94112	94107	94109	94104	94115	94124	94116	94133	94130	94127	94114	94117	94121	94108	94118	94122	94131	94129	94111	
94115	94107	94133	94109	94127	94114	94117	94116	94121	94108	94122	94110	94131	94105	94118	94129	94102	94134	94130	94104	94103	94112	94111	94124	
94107	94115	94127	94110	94109	94108	94133	94134	94112	94102	94121	94114	94117	94116	94105	94103	94104	94122	94129	94131	94130	94118	94124	94111	
94107	94115	94109	94110	94133	94127	94105	94114	94116	94117	94102	94121	94134	94108	94104	94122	94130	94103	94112	94131	94118	94129	94124	94111	
94110	94134	94112	94107	94115	94102	94127	94109	94103	94108	94133	94104	94105	94121	94114	94116	94117	94124	94130	94122	94129	94131	94118	94111	
94110	94107	94115	94134	94102	94109	94112	94127	94103	94105	94133	94108	94104	94114	94116	94117	94121	94124	94130	94122	94131	94118	94129	94111	
94107	94115	94110	94109	94127	94116	94133	94114	94105	94134	94117	94121	94102	94108	94103	94112	94122	94104	94118	94131	94130	94129	94124	94111	
94104	94110	94102	94105	94134	94112	94107	94115	94109	94130	94103	94133	94124	94127	94116	94114	94117	94121	94108	94131	94122	94129	94118	94111	
94110	94134	94102	94112	94103	94105	94107	94109	94115	94104	94127	94133	94124	94116	94114	94130	94117	94121	94108	94122	94118	94131	94129	94111	
94115	94133	94107	94127	94108	94109	94121	94129	94117	94114	94104	94102	94116	94110	94105	94130	94122	94111	94131	94112	94134	94118	94103	94124	
94115	94107	94133	94109	94127	94117	94114	94121	94116	94108	94122	94110	94105	94131	94129	94118	94104	94130	94102	94134	94112	94103	94111	94124	
94134	94112	94103	94110	94102	94105	94124	94107	94104	94109	94115	94127	94130	94116	94133	94114	94117	94108	94121	94118	94122	94131	94129	94111	
94107	94109	94115	94105	94110	94133	94116	94117	94114	94127	94102	94104	94134	94130	94121	94103	94131	94122	94108	94112	94118	94129	94124	94111	
94110	94107	94105	94109	94115	94134	94102	94116	94133	94127	94114	94104	94103	94117	94112	94130	94121	94108	94131	94122	94118	94124	94129	94111	
94110	94107	94115	94109	94102	94134	94105	94104	94112	94133	94127	94103	94116	94130	94114	94117	94121	94108	94124	94122	94131	94118	94129	94111	
94107	94110	94115	94127	94109	94134	94133	94114	94116	94102	94112	94105	94121	94108	94117	94103	94104	94122	94118	94131	94130	94129	94124	94111	
94115	94107	94109	94110	94105	94133	94127	94104	94102	94114	94117	94130	94134	94116	94121	94108	94112	94103	94122	94131	94129	94118	94124	94111	
94115	94108	94107	94127	94109	94133	94129	94121	94104	94117	94130	94102	94114	94110	94111	94105	94122	94116	94112	94134	94131	94103	94118	94124	
94110	94102	94104	94105	94134	94107	94115	94112	94109	94103	94130	94133	94127	94124	94116	94114	94117	94108	94121	94122	94131	94129	94118	94111	
94115	94107	94110	94109	94102	94105	94104	94133	94127	94134	94112	94114	94103	94130	94117	94108	94116	94121	94122	94129	94124	94131	94118	94111	
94107	94115	94109	94133	94114	94127	94117	94116	94121	94110	94108	94122	94105	94131	94118	94102	94134	94129	94104	94130	94103	94112	94111	94124	
94115	94107	94109	94133	94127	94117	94114	94121	94110	94108	94116	94105	94129	94104	94102	94130	94122	94131	94134	94118	94112	94103	94111	94124	
94117	94115	94129	94109	94133	94131	94114	94122	94107	94121	94127	94116	94118	94108	94111	94105	94130	94110	94104	94102	94134	94103	94112	94124	
94115	94107	94109	94110	94104	94105	94102	94133	94127	94134	94130	94114	94117	94112	94116	94103	94108	94121	94122	94129	94131	94118	94124	94111	
94104	94130	94105	94102	94115	94109	94110	94107	94134	94112	94133	94103	94127	94117	94114	94116	94124	94121	94108	94129	94131	94122	94118	94111	
94115	94127	94107	94133	94109	94108	94121	94117	94114	94129	94110	94116	94122	94102	94105	94104	94131	94130	94134	94112	94118	94103	94111	94124	
94110	94134	94107	94102	94105	94115	94103	94109	94112	94104	94127	94133	94116	94130	94114	94117	94121	94124	94108	94122	94131	94118	94129	94111	
94104	94115	94102	94107	94109	94110	94105	94130	94133	94112	94134	94127	94103	94117	94114	94116	94108	94121	94129	94124	94122	94131	94118	94111	
94115	94107	94127	94133	94109	94114	94117	94108	94121	94116	94110	94122	94105	94102	94131	94129	94134	94104	94118	94130	94112	94103	94111	94124	
94102	94110	94112	94134	94107	94105	94115	94104	94109	94103	94133	94127	94130	94124	94114	94116	94108	94117	94121	94122	94129	94131	94118	94111	
94110	94134	94102	94103	94105	94112	94104	94107	94109	94115	94130	94124	94127	94133	94116	94114	94117	94121	94108	94122	94118	94131	94129	94111	
94115	94107	94110	94109	94127	94133	94102	94108	94112	94134	94105	94121	94114	94117	94104	94103	94116	94122	94129	94130	94124	94131	94118	94111	
94104	94102	94130	94112	94110	94134	94124	94105	94115	94103	94107	94109	94133	94127	94108	94117	94114	94116	94121	94129	94111	94122	94131	94118	
94129	94115	94117	94109	94133	94107	94121	94127	94122	94114	94131	94108	94116	94111	94130	94104	94105	94118	94110	94102	94134	94112	94103	94124	
94107	94110	94115	94109	94105	94133	94127	94134	94102	94116	94114	94117	94104	94103	94121	94112	94130	94108	94122	94131	94118	94129	94124	94111	
94115	94107	94109	94127	94133	94114	94117	94116	94110	94121	94108	94105	94122	94102	94134	94131	94104	94118	94130	94129	94112	94103	94124	94111	
94115	94107	94110	94109	94104	94105	94102	94134	94133	94127	94130	94112	94103	94114	94116	94117	94108	94121	94122	94131	94124	94129	94118	94111	
94130	94104	94115	94109	94107	94105	94102	94133	94110	94117	94127	94114	94129	94116	94112	94134	94121	94108	94111	94103	94131	94122	94118	94124	
94107	94115	94109	94116	94114	94127	94133	94117	94110	94121	94105	94131	94122	94118	94108	94134	94102	94104	94130	94103	94112	94129	94124	94111	
94115	94107	94109	94127	94133	94108	94117	94121	94129	94104	94110	94114	94102	94130	94105	94116	94122	94112	94134	94111	94131	94103	94118	94124	
94115	94107	94109	94110	94104	94127	94133	94105	94130	94102	94117	94114	94134	94116	94108	94121	94112	94103	94129	94122	94131	94118	94124	94111	
94114	94116	94122	94117	94127	94131	94121	94118	94115	94107	94133	94109	94108	94129	94110	94105	94134	94102	94130	94104	94103	94111	94112	94124	
94115	94107	94109	94105	94117	94127	94133	94110	94114	94104	94116	94130	94121	94131	94134	94102	94108	94122	94118	94129	94103	94112	94111	94124	
94104	94130	94102	94105	94110	94134	94112	94124	94103	94115	94109	94107	94133	94127	94117	94114	94116	94108	94129	94121	94111	94131	94122	94118	
94107	94115	94110	94109	94104	94105	94134	94102	94127	94133	94130	94112	94103	94114	94116	94117	94121	94108	94122	94131	94124	94118	94129	94111	
94115	94104	94109	94107	94130	94102	94110	94105	94133	94127	94112	94134	94117	94108	94114	94129	94121	94116	94103	94122	94124	94111	94131	94118	
94115	94104	94130	94107	94109	94127	94105	94110	94102	94133	94117	94129	94114	94134	94108	94112	94121	94116	94103	94122	94131	94111	94124	94118	
94104	94102	94124	94112	94134	94130	94110	94103	94105	94107	94115	94109	94133	94127	94116	94114	94117	94108	94121	94129	94122	94131	94118	94111	
94104	94102	94130	94110	94134	94105	94112	94115	94109	94107	94103	94124	94133	94127	94114	94117	94116	94108	94121	94129	94131	94122	94118	94111	
94115	94110	94107	94104	94109	94102	94105	94134	94130	94133	94127	94112	94103	94114	94117	94116	94108	94121	94124	94129	94122	94131	94118	94111	
94104	94102	94130	94115	94134	94110	94112	94107	94105	94109	94103	94127	94124	94133	94108	94114	94117	94121	94116	94129	94122	94131	94111	94118	
94134	94102	94112	94110	94104	94103	94124	94105	94130	94107	94115	94109	94127	94133	94116	94114	94108	94117	94121	94122	94131	94118	94129	94111	
94104	94130	94102	94110	94134	94105	94115	94112	94109	94107	94103	94124	94133	94127	94117	94114	94116	94108	94121	94129	94131	94122	94118	94111	
94115	94107	94109	94110	94105	94133	94127	94102	94104	94114	94117	94116	94134	94130	94121	94108	94103	94112	94122	94131	94129	94118	94124	94111	
94107	94115	94110	94109	94127	94133	94102	94134	94105	94104	94116	94114	94112	94117	94121	94108	94103	94130	94122	94131	94118	94129	94124	94111	
94102	94110	94104	94134	94112	94105	94103	94130	94107	94124	94115	94109	94133	94127	94116	94114	94117	94121	94108	94122	94131	94118	94129	94111	
94110	94134	94103	94102	94112	94105	94107	94104	94109	94115	94127	94124	94116	94133	94130	94114	94117	94121	94108	94118	94122	94131	94129	94111	
94110	94107	94115	94109	94134	94105	94102	94127	94133	94104	94112	94103	94116	94114	94117	94121	94130	94108	94122	94131	94118	94124	94129	94111	
94107	94109	94115	94105	94110	94133	94116	94114	94117	94127	94134	94102	94104	94130	94121	94131	94103	94118	94122	94108	94112	94129	94124	94111	
94110	94102	94112	94134	94104	94103	94105	94107	94115	94124	94109	94130	94127	94133	94116	94108	94114	94117	94121	94122	94129	94131	94118	94111	
94104	94102	94110	94115	94130	94107	94109	94134	94105	94112	94103	94133	94127	94124	94114	94117	94116	94108	94121	94129	94122	94131	94118	94111	
94104	94130	94105	94110	94102	94134	94112	94103	94109	94115	94107	94124	94133	94127	94116	94117	94114	94108	94121	94131	94129	94122	94118	94111	
94115	94107	94109	94133	94127	94110	94117	94114	94105	94104	94116	94121	94130	94108	94102	94134	94129	94122	94131	94112	94118	94103	94111	94124	
94107	94115	94114	94116	94109	94127	94117	94133	94121	94131	94122	94118	94110	94105	94108	94134	94102	94104	94130	94129	94103	94112	94111	94124	
94110	94134	94102	94107	94105	94115	94109	94112	94104	94103	94133	94127	94130	94116	94114	94124	94117	94121	94108	94122	94118	94131	94129	94111	
94104	94130	94102	94115	94110	94105	94109	94107	94134	94112	94103	94133	94127	94124	94117	94114	94116	94108	94129	94121	94122	94131	94111	94118	
94115	94107	94127	94133	94109	94117	94108	94114	94121	94110	94116	94122	94102	94105	94129	94104	94134	94131	94130	94112	94118	94103	94111	94124	
94116	94114	94122	94117	94118	94131	94127	94121	94133	94107	94115	94109	94108	94129	94110	94105	94134	94102	94130	94103	94104	94112	94111	94124	
94104	94102	94130	94124	94112	94134	94110	94105	94103	94115	94107	94109	94127	94133	94108	94117	94129	94114	94111	94116	94121	94122	94131	94118	
94104	94102	94134	94112	94110	94130	94105	94103	94124	94107	94115	94109	94133	94127	94116	94114	94117	94108	94121	94129	94131	94122	94118	94111	
94110	94107	94134	94115	94102	94105	94104	94109	94112	94103	94127	94130	94133	94116	94114	94117	94121	94108	94124	94122	94131	94118	94129	94111	
94115	94107	94110	94109	94127	94133	94104	94102	94105	94134	94114	94117	94130	94116	94108	94112	94121	94103	94122	94129	94131	94118	94124	94111	
94110	94134	94102	94107	94104	94115	94105	94109	94112	94103	94130	94127	94133	94116	94124	94114	94117	94108	94121	94122	94131	94118	94129	94111	
94115	94107	94127	94104	94109	94110	94102	94133	94108	94130	94112	94121	94129	94117	94105	94134	94114	94116	94122	94103	94111	94124	94131	94118	
94134	94110	94103	94102	94104	94105	94112	94124	94130	94107	94109	94115	94133	94116	94127	94114	94117	94121	94108	94131	94122	94118	94129	94111	
94102	94104	94130	94112	94110	94134	94124	94115	94105	94107	94109	94103	94133	94127	94108	94117	94114	94121	94116	94129	94111	94122	94131	94118	
94110	94104	94107	94115	94134	94102	94109	94105	94112	94130	94127	94103	94133	94116	94114	94117	94108	94121	94124	94122	94131	94118	94129	94111	
94104	94115	94107	94110	94134	94109	94105	94130	94102	94127	94112	94133	94103	94114	94116	94117	94108	94121	94124	94122	94131	94118	94129	94111	
94115	94107	94109	94110	94133	94127	94105	94104	94117	94114	94116	94130	94102	94134	94121	94108	94103	94112	94131	94122	94129	94118	94124	94111	
94115	94107	94109	94133	94127	94104	94117	94129	94130	94108	94102	94121	94110	94105	94114	94116	94122	94111	94112	94134	94131	94103	94118	94124	
94115	94107	94109	94110	94104	94102	94133	94127	94105	94130	94134	94114	94117	94112	94116	94108	94121	94103	94129	94122	94131	94124	94118	94111	
94110	94107	94115	94109	94105	94134	94102	94127	94103	94133	94116	94112	94104	94114	94117	94121	94130	94108	94122	94118	94131	94124	94129	94111	
94115	94129	94127	94107	94133	94109	94130	94104	94108	94111	94121	94117	94102	94114	94110	94105	94122	94116	94112	94131	94134	94103	94118	94124	
94115	94133	94129	94117	94109	94127	94107	94121	94114	94108	94122	94116	94131	94105	94110	94111	94130	94104	94118	94102	94134	94112	94103	94124	
94115	94107	94127	94109	94133	94110	94114	94117	94116	94121	94105	94108	94102	94104	94134	94122	94131	94130	94118	94112	94103	94129	94124	94111	
94110	94102	94104	94115	94107	94109	94105	94134	94112	94130	94133	94127	94103	94114	94117	94116	94108	94121	94124	94129	94122	94131	94118	94111	
94104	94130	94124	94102	94134	94105	94112	94110	94103	94109	94107	94115	94111	94133	94127	94117	94129	94116	94114	94108	94121	94131	94122	94118	
94115	94107	94109	94104	94110	94105	94130	94133	94127	94102	94117	94114	94134	94116	94112	94121	94108	94129	94103	94131	94122	94118	94124	94111	
94102	94110	94112	94134	94104	94115	94107	94103	94109	94105	94127	94124	94130	94133	94108	94116	94114	94121	94117	94129	94122	94131	94118	94111	
94104	94130	94105	94102	94115	94109	94110	94107	94134	94112	94103	94124	94133	94127	94117	94129	94114	94116	94111	94121	94108	94131	94122	94118	
94115	94109	94107	94133	94127	94117	94104	94129	94130	94114	94105	94121	94110	94116	94108	94102	94122	94131	94134	94111	94112	94118	94103	94124	
94110	94107	94134	94115	94104	94102	94105	94109	94112	94103	94133	94127	94130	94116	94114	94117	94124	94121	94108	94122	94131	94118	94129	94111	
94115	94107	94109	94110	94133	94127	94102	94105	94104	94114	94117	94116	94134	94121	94108	94130	94112	94103	94122	94129	94131	94118	94124	94111	
94115	94127	94107	94109	94129	94133	94104	94108	94117	94130	94121	94102	94110	94114	94105	94111	94122	94116	94112	94134	94131	94103	94118	94124	
94115	94129	94127	94107	94117	94109	94133	94121	94114	94122	94108	94131	94104	94116	94130	94110	94105	94111	94102	94118	94134	94112	94103	94124	
94115	94117	94127	94107	94129	94109	94121	94133	94114	94122	94131	94116	94108	94105	94130	94110	94104	94118	94111	94102	94134	94112	94103	94124	
94115	94104	94107	94109	94130	94110	94127	94105	94133	94102	94134	94117	94114	94116	94108	94112	94121	94129	94103	94122	94131	94118	94124	94111	
94115	94129	94109	94107	94117	94127	94133	94121	94114	94130	94104	94122	94105	94131	94108	94116	94110	94111	94102	94118	94134	94112	94103	94124	
94115	94127	94107	94109	94133	94117	94129	94121	94108	94114	94122	94116	94110	94104	94105	94130	94102	94131	94111	94134	94118	94112	94103	94124	
94102	94134	94110	94112	94104	94103	94105	94107	94115	94109	94124	94130	94127	94133	94116	94108	94114	94117	94121	94122	94129	94131	94118	94111	
94104	94102	94110	94134	94112	94105	94130	94103	94115	94107	94109	94124	94133	94127	94116	94114	94117	94108	94121	94129	94122	94131	94118	94111	
94134	94112	94110	94102	94103	94104	94124	94105	94107	94115	94109	94130	94127	94133	94108	94116	94114	94121	94117	94122	94131	94118	94129	94111	
94115	94107	94110	94109	94127	94104	94105	94134	94133	94102	94114	94116	94130	94117	94121	94103	94112	94108	94122	94131	94118	94129	94124	94111	
94104	94115	94130	94109	94107	94105	94110	94102	94127	94133	94117	94134	94114	94116	94112	94129	94121	94108	94103	94131	94122	94118	94124	94111	
94102	94104	94112	94134	94110	94130	94124	94103	94105	94115	94107	94109	94127	94133	94108	94114	94116	94117	94121	94129	94122	94131	94111	94118	
94104	94110	94115	94102	94130	94107	94134	94109	94105	94112	94103	94133	94127	94114	94117	94124	94116	94108	94121	94129	94122	94131	94118	94111	
94115	94107	94110	94109	94104	94105	94133	94127	94102	94134	94130	94114	94117	94116	94112	94103	94108	94121	94122	94131	94129	94118	94124	94111	
94107	94110	94127	94115	94109	94116	94134	94114	94133	94121	94105	94102	94117	94112	94108	94103	94104	94122	94118	94131	94130	94129	94124	94111	
94108	94127	94115	94107	94133	94121	94109	94114	94117	94110	94116	94122	94129	94134	94102	94105	94112	94131	94118	94104	94103	94130	94111	94124	
94104	94102	94115	94112	94110	94107	94134	94127	94109	94130	94108	94133	94103	94105	94124	94121	94129	94117	94114	94116	94122	94111	94131	94118	
94110	94107	94115	94109	94134	94102	94127	94112	94105	94104	94133	94103	94116	94114	94108	94121	94117	94130	94122	94124	94131	94118	94129	94111	
94130	94104	94111	94102	94115	94129	94124	94109	94107	94105	94110	94133	94112	94134	94127	94108	94103	94117	94121	94114	94116	94122	94131	94118	
94115	94107	94110	94127	94134	94102	94112	94109	94108	94104	94133	94103	94121	94105	94114	94117	94116	94130	94124	94122	94129	94131	94118	94111	
94104	94102	94112	94115	94130	94110	94134	94107	94109	94124	94105	94103	94127	94133	94108	94121	94129	94117	94114	94116	94111	94122	94131	94118	
94110	94102	94134	94112	94115	94107	94104	94109	94105	94103	94127	94133	94130	94124	94108	94116	94114	94121	94117	94122	94129	94131	94118	94111	
94104	94130	94102	94124	94105	94115	94110	94109	94134	94112	94107	94111	94103	94129	94133	94127	94117	94114	94108	94116	94121	94122	94131	94118	
